"33ENG2","15-0000093",02/24/2015,"11272","_4L012380U","1",02/24/2015,T,"16:42:35",02/24/2015 16:42:35
"33RES1","15-0000094",02/25/2015,"11272","_4L012P2QD","1",02/25/2015,T,"07:57:15",02/25/2015 07:57:15
"33RES1","15-0000095",02/25/2015,"11272","_4L111PUN9","1",02/25/2015,T,"16:56:52",02/25/2015 16:56:52
"33ENG2","15-0000096",03/03/2015,"11272","_4L112LYYA","1",03/03/2015,T,"19:02:51",03/03/2015 19:02:51
"33ENG2","15-0000097",03/04/2015,"11272","_4L113GBN4","1",03/04/2015,T,"03:21:35",03/04/2015 03:21:35
"33RES1","15-0000098",03/15/2015,"11272","_4L113WVZD","1",03/15/2015,T,"15:59:38",03/15/2015 15:59:38
"33C-1","15-0000098",03/15/2015,"11272","_4L113ZVN7","1",03/15/2015,T,"15:59:38",03/15/2015 15:59:38
"33ENG2","15-0000099",03/15/2015,"11272","_4L213DRG0","1",03/15/2015,T,"20:56:43",03/15/2015 20:56:43
"33RES1","15-0000100",03/20/2015,"11272","_4L6123KBZ","1",03/20/2015,T,"10:02:16",03/20/2015 10:02:16
"33C-1","15-0000100",03/20/2015,"11272","_4L6126C3B","1",03/20/2015,T,"10:02:23",03/20/2015 10:02:23
"33ENG2","15-0000101",03/20/2015,"11272","_4L612V97Y","1",03/20/2015,T,"15:31:30",03/20/2015 15:31:30
"33RES1","15-0000102",03/22/2015,"11272","_4L613R5L1","1",03/22/2015,T,"04:31:04",03/22/2015 04:31:04
"33C-1","15-0000102",03/22/2015,"11272","_4L70Y6OYB","1",03/22/2015,T,"04:31:37",03/22/2015 04:31:37
"33C-1","15-0000103",03/22/2015,"11272","_4L70ZCYI5","1",03/22/2015,T,"05:07:39",03/22/2015 05:07:39
"33RES1","15-0000103",03/22/2015,"11272","_4L70ZFA69","",03/22/2015,T,"05:20:02",03/22/2015 05:20:02
"33RES1","15-0000105",03/29/2015,"11272","_4L710ZTCI","1",03/29/2015,T,"07:21:00",03/29/2015 07:21:00
"33C-1","15-0000105",03/29/2015,"11272","_4L7112IWB","1",03/29/2015,T,"07:23:00",03/29/2015 07:23:00
"33RES1","15-0000106",03/30/2015,"11272","_4L7128EGJ","1",03/30/2015,T,"05:46:48",03/30/2015 05:46:48
"33C-1","15-0000106",03/30/2015,"11272","_4L712C816","",03/30/2015,T,"05:46:53",03/30/2015 05:46:53
"33ENG2","15-0000109",04/03/2015,"11272","_4L80TBQ3S","1",04/03/2015,T,"04:04:46",04/03/2015 04:04:46
"33ENG2","15-0000113",04/11/2015,"11272","_4L80U15CB","1",04/11/2015,T,"01:24:35",04/11/2015 01:24:35
"33ENG2","15-0000114",04/11/2015,"11272","_4L80V160K","1",04/11/2015,T,"19:02:25",04/11/2015 19:02:25
"33ENG1","15-0000114",04/11/2015,"11272","_4L80V4WYA","1",04/11/2015,T,"19:05:21",04/11/2015 19:05:21
"33BRU1","15-0000115",04/19/2015,"11272","_4L811230X","1",04/19/2015,T,"12:02:48",04/19/2015 12:02:48
"33ENG2","15-0000115",04/19/2015,"11272","_4L81159CA","1",04/19/2015,T,"12:06:02",04/19/2015 12:06:02
"33BRU1","15-0000117",04/25/2015,"11272","_4L811NDM6","1",/  /,F,"",/  /       :  :
"33ENG2","15-0000117",04/25/2015,"11272","_4L811PXNT","1",/  /,F,"",/  /       :  :
"33C-1","15-0000121",05/04/2015,"11272","_4LD0YUROZ","",05/04/2015,T,"17:27:00",05/04/2015 17:27:00
"33ENG2","15-0000123",05/07/2015,"11272","_4LD0ZTBRQ","1",05/07/2015,T,"17:32:55",05/07/2015 17:32:55
"33BRU1","15-0000125",05/08/2015,"11272","_4LD10RVMS","",05/08/2015,T,"05:55:00",05/08/2015 05:55:00
"33ENG2","15-0000127",05/17/2015,"11272","_4LF0RQXXD","1",05/17/2015,T,"18:52:54",05/17/2015 18:52:54
"33ENG2","15-0000137",06/14/2015,"11272","_4LF0T097J","1",06/14/2015,T,"19:46:24",06/14/2015 19:46:24
"33ENG1","15-0000137",06/14/2015,"11272","_4LF0T4FY7","1",/  /,F,"",/  /       :  :
"33ENG2","16-0000056",12/14/2015,"11272","_4LF0YFNPF","1",12/14/2015,T,"18:38:36",12/14/2015 18:38:36
"33RES1","17-0000056",11/01/2016,"11272","_4RM0S73MP","1",11/01/2016,T,"09:52:06",11/01/2016 09:52:06
"33ENG2","16-0000060",01/03/2016,"11272","_4RM0TGA2K","1",01/03/2016,T,"00:56:23",01/03/2016 00:56:23
"33ENG1","16-0000061",01/07/2016,"11272","_4RM0WK85I","2",01/07/2016,T,"13:17:56",01/07/2016 13:17:56
